Comment,Type of Comment
"فندق مثالى للعطلة 
""أمضيت 9 ليالى فى بونينجتون. خدمة ممتازة من كل فرد يعمل هناك!يتسم الموظفين بالود والتعاون ودائما بابتسامة! الغرف مجهزة جيدا وفسيحة  جداً وتتم العناية بها بانتظام! ا حمام السباحة لرئيسي، جاكوزي ومسبح الأطفال بهم تدفئة و درجة الحرارة خاضعة للمراقبة ومتاحون حتى الساعة 11 مساءاً! سيارات الأجرة متاحة بسهولة من خارج الفندق والمترو يبعد فقط 5 دقائق سيرا على الأقدام! مركز التسوق على الجانب الآخر من الطريق أيضا! ويقع بالقرب من دبي مارينا أيضا! إذا كنت تبحث إقامة في فندق 5 نجوم مع خدمة 5 نجوم فإن بونينجتون هوالإختيار الأمثل."" ",1
"فندق ذو سعر معقول في مركز المدينة 
زرنا دبي في شهر نوفمبر/ تشرين الثاني (شهري نوفمبر/ تشرين الثاني وديسمبر/ كانون الأول هما موسم سياحي في دبي، كما أن حلبة سباق أبو ظبي تجلب الكثير من السياح). بعد ساعات من البحث والتمحيص في العديد من الفنادق والشقق الفندقية الباهظة، تعرفت على فندق واحة الخليج من خلال صديق لي. الأشياء الإيجابية في هذا المكان: 1) إنه شقة فندقية، وبالتالي فهو يحتوي على مطبخ مجهز بكل شئ، وفيه غسالة وغير ذلك. 2) الموقع في وسط المدينة (قرب تيكوم). والأسعار في دبي الجديدة باهظة. لكن أسعار هذا الفندق معقولة مقارنة ببعض الأماكن الأخرى حول المارينا. 3) الموقع مركزي تماماً، والمراكز التجارية قريبة مثل مول دبي (35 درهم إماراتي بسيارة الأجرة)، وأطلنطس على بعد 10 دقائق بالسيارة (20-30 درهماً إماراتياً بسيارة الأجرة)، جميرا بيتش ريزيدنس/ ممشى مارينا يبعدان 5 دقائق بالسيارة (12-15 درهماً إماراتياً بسيارة الأجرة). ولمحبي حلبات السباق، تبعد حلبة أبو ظبي مسافة ساعة بالسيارة (إذا لم تكن تقيم في أبو ظبي فعلاً!)، وهو قريب من محطة ميترو الأنفاق، على الرغم من أني لم أركب فيه قط. سيارات الأجرة متوفرة بسهولة، واقتصادية إن كنتم مجموعة من 3-4 ... الميترو والحافلة قد يتبين أنهما بالمبلغ نفسه، أضف له استهلاك الوقت. 5) المكان جديد، ولذلك فهو هادئ ونظيف. 6) الخدمة فورية. 7) أغلب المطاعم توصل الوجبات إلى عتبة بابك/غرفتك. 8) تبعد الأسواق المركزية مثل جيان/ كارفور اكسبرس عن الفندق مسافة دقيقتين سيراً على الأقدام (تفتح 24/7) بالإضافة إلى خدمة التوصيل من محلات البقالة المحلية. الجانب السلبي الوحيد هو أعمال البناء في المبنى المجاور – قد يصدر عنه بعض الضجيج في بعض الأوقات/ في فترة الصباح، لكن أعمال البناء منتشرة في كل مكان في دبي. مساحة الدوش صغيرة جداً، فالمرء يلمس باستمرار الفاصل الزجاجي! شيء مزعج للغاية ... ملاحظة: بدلاً من الوكلاء والمواقع الالكترونية، اتصل بمكتب الاستقبال في الفندق أو أرسل رسالة الكترونية إلى العنوان البريدي shafqat.rasool@gulfoasishotel.com أو العنوان البريدي cristina.lagadia@gulfoasishotel.com للسؤال عن الغرف المتوفرة والأسعار. لقد أسدوا لي مساعدة كبيرة... شكراً يا شباب!
",1
"يوجد كل ما يمكنك توقعه في شقة فندقية 
لقد مكثت بالفندق لمدة 4 ليال و التي تضمنت عطلة نهاية الأسبوع. مع التزامي بعقد اجتماع يومي الخميس و الأحد, ظل لدي يومين هادئين وسط هذه الأيام حيث أستطيع قضاء المزيد من الساعات في الفندق اكثر مما أفعل عادة خلال رحلات العمل. الإيجابيات: 1. الموقع جيد حقا. من منطقة تيكوم، يستغرق حوالي 10 دقيقة من مول الإمارات ونفس المسافة تقريبا من مول ابن بطوطة. والشيء الآخر الجيد بشأن هذا المكان هو أنه على بعد 5 دقائق من كارفور واثنين من المطاعم القريبة. 2.الغرف فسيحة حقا. تم تنظيفها جيدا و تحتوي على مطبخ مجهز بشكل جيد. يمكن للمرء عمل الوجبات الصغيرة وكذلك شراء الطعام ساخنا من الخارج. ان وجود وسائل الراحة مثل مجفف شعر وآلة صنع القهوة في الغرفة أمر مفيد حقا. 3. ان طاقم الموظفين محترفين و ودودين حقا. انهم يستجيبون على الفور لمعظم الطلبات. السلبيات: لا توجد سلبيات كثيرة جدا. انه مثلما يتم الإعلان عنه. إن الشيء الوحيد الذي أود قوله أن وجبة الإفطار كانت رتيبة نوعا ما، والطعام لم يكن ذا جودة عالية أيضا. عموما فأنا أرشحه لمعظم الناس. خدمة جيدة مقابل المال المدفوع و مكان جيد للإقامة لإنجاز الأعمال و كذلك إذا كنت مصطحبا الأسرة و بحاجة حقا إلي مكان كبير جميل للإقامة به.
",1
"يبعث على الغضب 
لقد أهدرت أموالي في هذا الفندق. إن هذا الفندق يظهر على الإنترنت و ما تحصل عليه فعليا هو أمر اخر. دعوني أبدأ بالحمام: غير مناسب هو أفضل طريقة لوصفه! فإنه صغير - بالكاد تستطيع الوصول إلى الدش. يوجد دائما ماء على الأرضية (شيء مقرف). كانت المناشف التي قدموها بيضاء ذات مرة لكنها أصبحت الان رمادية و بالية. عثرنا على الصراصير بالحمام. اضطررنا في معظم الأيام لطلب تنظيف الغرفة. كان البهو رائحته غير ذكية. كانت الغرفة بحجم جميل و كان السرير بالحجم الملكي. غير ذلك لا يوجد أمراخر جيد يمكنني قوله بشأن هذا الفندق!
",-1
"موقع رائع. مثالي لعطلة سريعة في دبي. 
حجزنا في فندق سنترو البرشا بعد تصيد جميع المواقع الإلكترونية للحجز، وقراءة التعليقات لبضعة أسابيع. يبعد الفندق حوالي 25 دقيقة بسيارة الأجرة عن المطار. ليس باهظ الثمن على الإطلاق. يقع في وسط دبي تماماً، ويبعد 10 دقائق عن مارينا، وبجانب سكي دبي، كما يبعد 10 دقائق عن برج خليفة، وفقط 20 دقيقة سيراً على الأقدام عن الشاطئ الذي كان رائعاً عندما كنا نتمشى إلى برج العرب. الخدمة في الفندق رائعة، والموظفون ودودون. حوض السباحة ووسائل اللياقة في الصالة الرياضية رائعين. سنحجز هنا مرة ثانية بالتأكيد.
",1
"شقق فندقية جيدة جدا 
شقة فندقية لطيفة جدا، يوجد بها غرف جميلة ونظيفة، ومطبخ، ومنطقة جلوس ...! تتوفر أيضا خدمة الواي فاي المجانية في الغرفة، وهناك حمام سباحة جميل في السطح. أحببت إقامتي هناك. فأنت قريب جدا من مول الأمارات، وتوجد المطاعم ومحلات الوجبات السريعة بالقرب منك.
",1
"سعر جيد 
يمكنك الإقامة في هذا الفندق إذا كنت تريد أن تكون في منطقة مارينا دبي مقابل سعر غير مرتفع. يبعد الفندق 5 دقائق فقط بالتاكسي عن مارينا دبي. كان الفندق مقبولاً وكانت عملية تسجيل الدخول والخروج سهلة. كانت الغرف كبيرة ونظيفة. حصلت على غرفة فردية أفضل.
",0
"ممتاز وراقي للرومانسية 
فندق اكثر من رائع ويوجد باص للنقل الى دبي مول وامارات مول
يعيبه عدم وجود تاكسي
واغلب التكاسي لا يعرفون موقعه
ويوجد به مطاعم متعددة ومميزة
الانترنت مجانا
الديكورات حديثة ورائعه
الغرف فسيحه
والحمام جميل
والبلكونه مطله على ميدان الفروسية
والمنظر اكثر من رائع
",1
"فندق فخم والمضمار كان رائع 
فندق فخم والخدمة ممتازة والجو كان ضباب مما أضفى مزيدا من السرور لكن المسبح في السطح ليس بالعميق ١.٢ متر عمقه ولكن لا باس به الوصول للمكان سهل ومقارنة بباقي الفنادق الفخمة الاخرى في دبي فاني أرى سعره منخفض و ممتاز بالنسبة لفندق من الخمس نجوم
",1
"فندق من الفئه السابعه للنجوم فاخر مريح 
سعدت بالاقامه في الفندق وكان مريح وفخم وموظفوة رائعين في التعامل . فقط موقع الفندق غير مناسب للبعض والدي يرغب في السوبر ماركتات والصيدليات والمغاسل لمن معه سيارة لا يخشي ذلك.
الغرف واسعه جدا ومعموله على الطرق الحديثه الحمام خرافي
",1
"فندق مناسب للميزانية 
توجد فيه خدمة ركن مجانية وبعيد عن وسط المدينة. هناك خط مترو قريب من الفندق لم يفتح بعد. إفطار فقير الحال والغرف كانت جيدة تتناسب مع فندق 3 نجوم، لم تكن خدمة الإنترنت اللاسلكي متاحة في الطابق الثاني ولكن كانت بطيئة، ومن الصعب أن تجد فندقاً بدون خدمة الإنترنت، وموظفي الفندق كانوا ودودين.
",0
"فندق 3* ++ ومناسب لذوي الميزانية المتوسطة 
فندق جيد وطاقم عمل ودود
يبعد عن المدينة حوالي 15 _ 20 دقيقة بالسيارة ولذلك هو
غير مناسب لمن ليس معه سيارة اثناء تواجده في دبي
الغرف العائلية صغيرة ولا تناسب اكثر من طفل واحد
مدخل مجمع الاستثمار بشكل عام مزعج وتحتج ل 5كم واكثر وانت تدور في نفس المكان حتى تدخل للفندق
",1
"الراحة والرفاهية 
راحة وأستجمام وهدوء وانسجام وطمأنينة وآمان مع نظافة دائمة للمكان وهدوء وعدم ازعاج من المقمين والسكان وقنوات متنوعة على التلفاز وآكل شهي مع تنوع المأكولات وتوفر المتطلبات وتوفر سبل المواصلات وجمال الموقع وحداثة البنيان والصيانة الدائمة لاظهاره بالمظهر الجميل اللائق والمرضي للزبائن والزوار .
",1
"القيمه مقابل المال 
بريمير ان من اجمل الفنادق اللتي يمكن الاقامه بها و احس كاني في منزلي بحسن الضيافه و النظافه و الاهتمام
الموقع هادئ جدا و يوجد بجانبه الاسواق و توجد ماكينات مشروبات غازيه و سناك بالفندق الفندق اكثر من رائع و انصح الجميع بتجربته
",1
"بريمير ان 
انصح فيه و بشدة
تعامل موظفين الاستقبال وخاصة الاخت شمياء
صراحة ابتسامتهم وخدمتهم لي نستني عناء السفر
نظافة الغرفة كانت ولا اروع
يوجد كوستا كافيه بالاسفل
هدوء المنططقة بشكل عام
كل شيء متوفر وقريب للفندق
",1
"احسن فندق في دبي 
صراحا هذا احسن فندق في دبي ، وانصح كل زائر ل دبي ان يجرب هذا الفندق و سوف لم يخسر شي والفندق لديه حسن التعامل و النظافه وهو جميل جدا للعائلات . لحجم الغرف ووجود غرفه للخدامه وحجم الغرف الاخرى كبيره انصح اي عائله كبيره الاقامه فيه. واشكر
",1
"سيء 
نظافة الغرفة سيئة جدا..وجودة الغرفة رديئة حيث اني اقامتي في السابق كانت افضل من حيث الخدمة والنظافة وتم تاخيري في الدخول وبالنسبة لموظفي الاستقبال فان بعض موظفي الاستقبال سيئين في التعامل وبخاصة الموظفة الهندية حيث انها غير لبقة في التعامل وتسيء احترام النزلاء
",-1
"اقامة ممتعة وموقع ممتاز 
يوجد عدة عيوب وهي النظافة غير جيدة حيث يوجد حشرات في الغرف ومراوح شفط الحمام ضعيفة جدا وكثرة اتصال موظف الاستقبال مما يزعج النزيل واالعاملين على النظافة الدورية غير جيدين
",1
"إقامة رائعة جداً 
كانت إقامتي رائعة وممتعة جداً والموظفين كانو في قمة الود والمساعدة والإحترام وأتمنا منهم للضرورة إظافة شطاف ماء بالحمام
وخالص الشكر للموظفين جميعهم وخاصة إيهاب وموظف هندي لا يحظرني إسمه كان عملي شك أوت
",1
"شكرا بريميير 
لم اكن اتوقع ان تكون اقامتي بفندق بريميير ان جيده ولكن اتضح عكس ذلك تماما ... شكرا لكل اعضاء وفريق عمل الفندق جميعا فأنتم رائعون جدا ... وأخص بالشكر الاخ ايهاب موظف الاستقبال
تقبلوا تحياتي
اسماعيل هتان
",1
"شامخ من السعودية 
بريمير ان فندق رائع و مكان مناسب للعوائل و هاديء جدا ومريح ونظيف و موظفي بريمير ان بغاية السرور لخدمتك والمساعدة للامانة خصوصا موظفي الاستقبال.. ايهاب
الغرف نظيفة جدا و تنظف بشكل يومي .. كنت مسافر مع عائله 9 اشخاص تمنيت ان تكون هناك اجتحة كبيرة ولكن للامانة من اجمل الفنادق .لك كل الشكر
",1
"زوروا دبي في شهر أكتوبر/ تشرين الأول 
فندق جيد جدا ويقع بالقرب من ملعب للجولف. فيه أحد عشر غرفة فقط، لكن الموظفين لطفاء جداً. يبعد 10 كم عن وسط مدينة دبي، لكنه هادئ جدا. إذا كنت ترغب في الذهاب إلى مركز دبي، عليك أن تأخذ سيارة أجرة أو استئجار سيارة. وجبة الإفطار المتأخر يوم الجمعة جيدة جداً
",1
"اقامة بسعر ممتاز 
فندق جميل وبه موقف مجاني للسيارات ، الغرف نظيفة وخدمة جيدة جدا ، كان تعامل الموظفين لطيف ، موقع الفندق بعيد عن المواقع السياحية ويوفر خدمة شاتل مجانية ، وبكن يفل ان يكون معك سيارة والا ستضطر الي استئجار تاكسي.
",1
"ارتياحي في الاقامة 
انصح من يود قضاء اجازة او زيارة اقارب في بلد عليه ان يحجز اقامته في فندق بريمر ان حيث يجد ما يبحث عنه اي مسافر من الهدوء والنظافة والسعر المناسب فعليه ان يحجز في بريمر ان ولن يندم وان بريمر ان موجود في اكثر من بلد . تتواجد فروع بريمر ان في انكلترا وايرلندا والهند ودبي
",0
"فندق جدا ممتاز 
بصراحة فندق ممتاز جدا ولكن موقعه بعيد عن البلد فمن المستحسن ان تكون معك سيارةوهي قريبة جدا من السوق الصيني ومردف ستي سنتر ويعيب عليه ان الحمام لا يوجد به شطاف وبصراحة طاقم الفندق جدا ودود وانصح بالاقامة به
",1
"مناسب للاسترخاء 
فندق صغير مناسب للاسترخاء وأجواؤه جميلة في نادي الغولف ranched العربي. ليس فيه أشياء كثيرة أخرى يقدمها إلى جانب نادي الغولف، فلا يوجد حوض سباحة ولا وسائل الراحة الأخرى في الموقع. الخدمة في المطعم بطيئة للغاية، ولا تنسى حجز سيارة أجرة في وقت مبكر إذا كنت ترغب في الذهاب إلى أي مكان.
",1
"فندق لزوّار القرية العالمية ودبي لاند والسوق الصيني 
إقامة جيدة لمدة سبع ساعات بعد زيارة القريه العالمية و حديقة الزهور .. حيث كانت الغرفه عائليه عدد 3 سرير و المساحه كانت صغيره
نسبيا بين السرير و السرير الآخر ... ينصح به لمن يريد زيارة القريه العالمية و حديقة الزهور و السوق الصيني
الغرفة تحوي شاشة تلفزيون كبيرة و ميني بار و توزيع إضاءه جيدجداً في الغرفة
التكلفة ممتازه
",0
"أفضل مكان 
يمكن أن أقول ببساطة أن هذا المكان هو أفضل مكان للإقامة، ويضم موظفين محترفين يجعلون الأمور سهلة للغاية. وهنام خدمة واي فاي مجانية، وهي أفضل سلسلة فنادق وسوف أقيم لديهم مرات أخرى وقد كان جميع الموظفين مهذبين للغاية وخصوصا أن موظفي مكتب الاستقبال قد قاموا بإعداد جدول زمني رائع لنا
",1
"رائع 
لتبدأ ... كانت الإقامة هنا تجربة مذهلة بحق ... ذهبت في رحلة وحدي، ولكن الموظفين هناك كانوا مهذبين جدا بشكل لم يجعلني أشعر أبدا أنني كنت وحدي حقا ... وكانوا دائما على استعداد لتقديم جميع أنواع المساعدة وخدمات الانتقال إلى المدينة كانت كذلك جيدة ...
",1
"إقامة جيدة في عطلة نهاية الأسبوع 
هذه هي المرة الأولى التي أقيم فيها هنا. الموقع: بالقرب من مول الإمارات، ولكنني لا أعتقد أن المشي هو أحد الخيارات المناسبة لي، إلا إذا كنت لا تتسوق على الإطلاق. خلال أشهر الشتاء، من الأفضل لك المشي إلى محطة المترو القريبة. قد رأيت الكثير من سيارات الأجرة في جميع الأنحاء، لأن هناك العديد من الفنادق حول هذه المنطقة. وبما أنني أقود، ليس لدي أي شكوى. يوجد متجر للمستلزمات العامة، ومطعم Subway، ومقاهي أخرى في مكان قريب. الغرفة: حجزت عن طريق موقع Agoda الإلكتروني غرفة واحدة، ولكن تم ترقيتها عند وصولي إلى شقة بغرفة نوم واحدة. الخدمة: كنت الشخص الوحيد الذي قام بتسجيل تاريخ الوصول بعد ظهر ذلك اليوم، ولكنها كانت عملية بطيئة بعض الشيء. كان هناك موظف واحد فقط عند تسجيل تاريخ الوصول. كان خادم الفندق مساعد للغاية، على الرغم من أنني كان معي حقيبة سفر واحدة، إلا أنه أصر على حملها. تتوفر خدمة الاتصال بشبكة الإنترنت داخل الغرفة. لم أستخدم صالة الألعاب الرياضية أو حمام السباحة الموجود على السطح. وعموما، أنا راض عن إقامتي.
",1
"كان طاقم العمل والشقق 4 نجوم على عكس المرافق 
تبعد هذه الشقق 10 دقائق عن الشاطيء وتوجد بالقرب من مول ابن بطوطة. أقرب محطة مترو تبعد 10 دقائق سيرًا سريعًا ولذا بالأفضل هو ركوب تاكسي. لا يقدم قيمة رائعة مع ذلك مقابل المال بكل صراحة. يوجد مطعم وصالة ألعاب رياضية والقليل من أماكن تناول الوجبات السريعة لكن يلزم ركوب التاكسي للوصول إلى الأماكن السياحية. اتسم طاقم العمل بالود والروعة والترحاب، وكانت الابتسامة لا تفارق وجوههم ويسألون عن حالنا. الفندق بسيط لكنه أفضل من الفنادق الأساسية، ويكلف التاكسي 15 درهمًا إماراتيًا وصولاً إلى الشاطيء.
",1
"تجربة إيجابية 
اخترنا هذا المكان بشكل أساسي لسعره، ورغم وجود تعليقات عديدة لم تدع للتفاؤل. لدينا غرفتين كانت إحداهما فاخرة والأخرى بمستوى شقة. كانت الغرفتان نظيفة ولطيفة، وكان المطبخ به كل ما تحتاجه للحصول على إقامة ممتعة. يوجد إنترنت لاسلكي وموقف للسيارات. يمكن أن يكون الموقع مشكلة لأن هذا المجمع يقع في طرف المدينة الجديدة في منطقة جبل علي لكنها ليست مشكلة كبيرة إذا كان لديك سيارة وإلا فستكون بعيدًا عن وسط المدينة. إنه خامس فندق أقيم به في دبي منذ أعوام وهو أحد أفضل الفنادق بالنسبة لهذا السعر.
",1
"قيمة جيدة بسعر منخفض 
إن الشقة الفندقية اختيار ممتاز. صور الغرف وحمام السباحة دقيقة للغاية. مبنى الشقة ليس جذابا من الخارج، ولكنه مختلف تماما من الداخل. فالشقة جميلة، وفسيحة، ونظيفة، والمطبخ مجهز تجهيزا جيدا. وحمام السباحة جميل وبحالة جيدة، ويعمل به موظف إنقاذ ودود. يمكن رؤية Burj Alharab، وأفق مدينة دبي الجميلة من حمام السباحة الموجود على السطح. فهي تقع في موقع جيد، على مقربة من محلات السوبر ماركت الصغيرة، ويبعد مول الإمارات حوالي 5 دقائق فقط سيرا على الأقدام. كما تقع بين اثنين من محطات المترو (محطةThe Mall Of The Emirate ومحطة Sharaf DG)، ولكن محطة Sharaf DG أقرب وأسهل. بينما تقع الشقة بالقرب من الطريق السريع، إلا أنها هادئة جدا وسلمية. الموظفون مهذبون جدا، وودودون، ويمتازون بكرم الضيافة. كما أنهم مفيدون جدا، ومحترفون، وعلى استعداد للمساعدة في كل الأوقات. خدمة تنظيف الغرف سريعة الاستجابة أيضا. لا يوجد مجفف شعر، لذلك عليك إحضار مجفف الشعر الخاص بك. إن الاتصال بشبكة الإنترنت غير منتظم إلى حد ما. قد يكون من الصعب على بعض سائقي سيارات الأجرة الوصول إلي هذا الموقع؛ لذا عليك باستخدام فندق Holiday Inn Al Bashar كعلامة مميزة. فهي قريبة جدا من فندق Holiday Inn. في بعض الأحيان، كانت تأتي رائحة كريهة من فتحة التهوية، ولكن يمكن لمعطر الهواء إصلاح ذلك. حصلنا أنا وعائلتي على الكثير من المتعة في هذه الشقة، ونحن على استعداد أن نوصي بها الناس دون أي تحفظ. وسنقيم هناك في السنوات القادمة.
",1
"كان معقولًا.  
بعيد بعض الشيء، ويشبه بريميير إن بعض الشيء ولكنه كان قيمة جيدة بالنسبة لما دفعناه. مركز وافى التجارى يقع على بعد 5 دقائق بواسطة سيارة الأجرة. عرض أضواء جدير بالزيارة. التسوق في مركز وافي مكلف نوعًا ما. ولكن كان لدينا إيصالات يمكننا استخدامها في المطاعم (30%) وهو ما كان أمرًا جيدًا. اذهب إلى بار كارترز إذا سنحت لك الفرصة. المدير من غلاسكو:) وهو ما لا تتوقع أن يكون بعيدًا جدًا عن المنزل.",0
"ما زال في منتصف الطريق 
لم يكن الموقع مشكلة كبيرة حيث تمكنت من رؤية مكانه على الإنترنت. كان موقف السيارات واف بالغرض. وطاقم كوستا كافيه في الاستقبال كان ودودًا. كان المطعم لطيفًا والطعام لم يكن دائمًا مثل المتوقع لكن جيد! خدمة الواي فاي كانت رديئة. ومن هنا جائت معرفتي الجيدة لكوستا. الغرف كانت نظيفة ومرتبة. رائعة لرجال الأعمال المسافرين للأماكن النائية من دبي والأبعد منها. ليس رائعًا لمشاهدة المناظر الطبيعية. كان المدير منتبه والطاقم كله أراد كل شيء على ما يرام.
",0
"جيد جدا في معظم الأشياء 
قضيت عطلة أنا وزوجتي هنا لمدة 8 ليالي في بداية شباط / فبراير 2013. الغرف لطيفة جدا والفندق أيضا في كل شئ. موقع الفندق في منطقة Green Community هادئ جدا ويبعد خطوات معدودة عن مناطق البحيرة والحديقة العامة. الجانب السلبي هو بعده الكبير عن كل الأماكن! تتوفر خدمة نقل مرة واحدة يوميا من وإلى أقرب الشواطئ (على بعد 8 أميال) ومرات عديدة في اليوم إلى مول دبي (مسافة مشابهة) وإني لمتأكد أنه بإمكانهم تحسين ذلك بزيادة عدد الوجهات قليلا. أسعار التاكسي معقولة لكن عليك مراجعة ميزانيتك الخاصة بذلك جيدا حيث كنا نستخدمها في رحلة عودة واحدة على الأقل في اليوم وأحيانا أكثر مما قد يسبب مشاكل في ميزانية العطلة مع الوضع في الاعتبار المسافات التي يبعد بها الفندق عن الأماكن الأخرى. وأيضا فإن الطريق من الفندق إلى الطريق الرئيسي قد يصبح كابوسا وقد يستغرق من 15 إلى 20 دقيقة للخروج منه وخصوصا إن أسأت اختيار الوقت الذي تخرج من الفندق فيه. كل ما أريد قوله أني استمتعت بإقامتي هناك وزوجتي تقول إنها لو ذهبت إلى دبي بمفردها سوف تختار الإقامة هنا (حيث يعطيك المكان هذا الشعور بالأمان)
",1
"إقامة ذات قيمة كبيرة 
لقد أقمت في هذا الفندق مع زوجي من 25 يناير حتى 3 فبراير، حصلت على سيارة تاكسي من المطار الذي كان قريباً وحصل على أجرة منخفضة. النظرة الأولى للفندق حينما أقتربت منه كان نظيفاً ومنظماً، منطقة الاستقبال كانت صغيرة ولكن لطيفة. لقد أقمنا في غرفة قياسية بسرير مزدوج وحصلنا على منظر رائع يطل على المدينة (رائعة في الليل مع الأضواء) ولقد سمعت أقاويل أن الفندق يطل على منطقة مدافن ولكني أقول أنني لم أرى ذلك فيه ابداً! الحمام كان صغيراً إلى حد ما ولكن يحتوي على مرايا كبيرة ممتعة والدش كان أيضاً جميلاً. كانت خدمة الغرف تأتي كل يوم وكانت المطالب مثل الكوى تلبى بسرعة بالرغم من من أنها كانت بطيئة في بعض الأحيان. في المجمل، لقد كنت سعيداً بهذا الفندق والقيمة التي كان يجب أن ندفعها لإقامتنا، استطيع أن أقول أن الفندق يضاهي فندق صغير جميل. كان المطعم جميلاً يحوي أنواع من الطعام الطيب وفريق تقديم الطعام كان ممتعاً. إن موقع الفندق كان خارج الطريق وهذا لا يؤثر كثيرا لأن أجرة التاكسي منخفضة جدا فركبناه العديد من المرات في اليوم. هناك شيئان أود تحسينهما في هذا الفندق. 1- يوجد فيه حوض سباحة ولكن مكان تواجده دائماً فيه ظلال وهذا ليس جيداً أبدا! 2- خدمة النقل بالحافلة المجانية للأماكن السياحية كان مواعيدها غير مناسبة، فلكي تذهب للشاطىء يجب أن يمكنك أن تأخذ 8.30 صباحاً (مبكراً جداً) أو حافلة 1 مساءاً (متأخر جداً) كان هناك دائماً حشد كبير يلحق به الأمر الذي لم يكن ممتعاً. اتمنى أن يساعد هذا في تحسينه.
",1
"فندق ممتاز وموظفين رائعين 
الفندق راقي من حيث الديكورات والنظافة والغرف واسعة واشكر موظفة في الاستقبال مغربية اسمها ( هدى ) انسانة راقية في التعامل منتهى الاخلاق والذوق متعاونة مع النزلاء تحقق كل مايريدونه حسب استطاعتها حيث حدثت مشكلة عند وصولنا للفندق بعدم وجود غرفتين بالرغم من حجزنا المبكر وتم حل الاشكال مباشرة بترقية الحجز الى جناح دون اخذ مبالغ اضافية فشكراً لك عزيزتي هدى فأنت تستحقين كل عبارات الشكر والثناء اسرة ابراهيم المسلم
",1
"مكان جميل بسعر متكافىء 
لأني أقمت في مجموعة فنادق الوافي خلال 5 أعوام كلما زرت دبي، يجب أن أقول أن ليس لدي الكثير لأشكو منه! شقق فندق الحديقة وفندق الحديقة العربية يقعان جنباً إلى جنب في منطقة الجداف بالقرب من مستشفى لطيفة. إنه مكان نائياً قليلاً بالفعل وتحتاج إلى مغادرة الفندق أو العودة بالسيارة أو التاكسي أو الحافلة إليه. ولكنه مكان جميل وقريب من كل شيء وفريق الموظفين ودود ويحب المساعدة وكذلك سعر الفندق مناسب! يقدم الفندق خدمة توصيل من المطار عند الطلب ويرسل حافلات مكوكية إلى المحال الرئيسية الكبيرة في دبي. كانت الغرف التي أقمت فيها خلال زيارتي جميلة! في 2012، لقد مكثت في شقة بسريرين كانا كبيرين بدرجة تكفي لإقامة عائلة من 4 أو 5 أشخاص. لقد كنت بمفردي! لقد عدت للتو من زيارة لمدة 5 أيام وهذه المرة أقمت في شقة بسرير واحد كانت أيضاً فسيحة وجميلة. شكواي الوحيدة هي: أن الدش كان يتحول من البرودة إلى السخونة بدون سابق إنذار. هاتف الغرفة به مشكلة صغيرة، فعندما قدمت اول مرة كان يعمل جيدا. كانت خدمة الإنترنت بطئية قليلاً ولكن عملت جيدا في المجمل. كانت مجانية في الصالة ولكن بتكلفة في الغرفة. أوصي به بالتأكيد وسوف أحجز لرحلتي القادمة هناك!
",1
"صفاء ذهن واسترخاء طوال الوقت... 
كانت أيامًا رائعة في هذا المنتجع، امضيتها مسترخيًا وحاصلًا على بعض الوقت الصافي الذي كنت أحتاجه وبعض أشعة الشمس! كان طاقم العمل بدون خطأ. كان أفضل شيء هو المشي في الصباح الباكر في ملعب البولو قبل الإفطار. كان حقًا رائعًا. نجحت في إيجاد مسبحًا رائعًا يبدو أن لا أحد يستخدمه! ويبدو أن الفندق كان يعرف نوعي المفضل من الموسيقى. حيث كانت الاسطوانات الموجودة في الغرفة من نوعي المفضل. استمتعوا!
",1
"بعيدا عن المدينة, لكن جميلا 
لقد حضرت مؤتمرا عقد في بالم ديزرت في نهاية يناير وخلال 5 ليال هناك، كانت الخدمة جيدة، ولو أنهم لم يكونوا قادرين على إيحاد رقم حجزي عند دخولي في 2:00 صباحا عقب قدومي من رحلة طويلة من لندن. ان الغرف ضخمة و فيلا البولو المزودة بحمام سباحة خاص رائع حتى في أثناء ""شتاء"" دبي. ان المطعم جميل، مع خدمة جيدة للغاية وإطلاله رائعة على دورة البولو؛ يمكنك العثور على اللحوم الجيدة مع مختارات من النبيذ اللائق. تكمن المشكلة في بعد المسافة عن كل شيىء, مثل المطار, بر دبي, التسوق, و عوامل الجذب الأخرى.
",1
"سلام وهدوء 
. إذا كنت تبحث عن فندق بعيدا عن هرج ومرج جميرة، فإليك هذا الفندق. فهو يبعد عن مركز دبي بأربعون دقيقة بسيارة التاكسي التي تكلفك حوالي خمسة وثمانون درهم إماراتي. موظفون هذا الفندق لطفاء ومهذبين وكل مشكلة لديهم هي بمثابة رؤية عشب أخضر جميل في مثل هذه المدينة القاحلة. هناك عدد قليل من الذباب أعتقد أنه بسبب الخيول، ولكنه غير موجود بتاتًا في المطاعم. لتتناول طبق رئيسي مكون من قطعتين لحم، وبطاطس، وطبقين جانبيين من الخضروات، ويتبعه حلويات وزجاجة نبيذ والكوكاكولا، كل هذا يكلفك ستة وسبعون يورو. هناك العديد من المناطق الهادئة في الصبح وأيضًا المساء بحيث يمكنك تهدئة اعصابك وتتناول مشروبات هادئة.  وفي المساء تتوفر المدافئ. والغرف مجهزة بشكل جيد مع بار مجهز بالكامل.
",1
